commit_id,category_match,label_category,model_category,is_security_match,label_is_security,model_is_security,is_feature_match,label_is_feature,model_is_feature,complexity_match,label_complexity,model_complexity
a7c0117653f2ed4d3973363b3b3545f30fecf1b4,True,"Build, Refactor & Internal","Build, Refactor & Internal",True,False,False,True,False,False,True,1,1.0
b97d2236aa86c0972a3afc615b7187fd72bf39d4,False,Logic & Correctness,"Build, Refactor & Internal",True,False,False,True,False,False,True,2,2.0
8fa6c6a4862e40fc05c8e13cbe40951c49b7b169,True,"Build, Refactor & Internal","Build, Refactor & Internal",True,False,False,True,False,False,True,1,1.0
ec1f2dfe7db4836c1ac714430210cc87f576e35d,True,"Build, Refactor & Internal","Build, Refactor & Internal",True,False,False,True,False,False,False,1,2.0
d26b547cf2498ead46913d8f2f4d5c558a9624d3,True,"Build, Refactor & Internal","Build, Refactor & Internal",True,False,False,True,False,False,True,1,1.0
bd0d7f40f6485581251e4dbde93bfa876a72c862,True,"Build, Refactor & Internal","Build, Refactor & Internal",True,False,False,True,False,False,False,2,1.0
17e575e6f9cf0642b3f6db62f590b0a7df0e8f7b,True,Feature & Value Add,Feature & Value Add,True,False,False,True,True,True,False,3,5.0
0fd5959ada8da32dc1a826d2f85f5555bbbafab1,True,Feature & Value Add,Feature & Value Add,True,False,False,True,True,True,False,3,4.0
e7fa0cec38b5d014c0f423b673e79e2006e80c1d,True,Logic & Correctness,Logic & Correctness,False,False,True,True,False,False,False,4,3.0
cd6f81387c9ec1b9bb1458b12ae6353879fc0983,True,"Build, Refactor & Internal","Build, Refactor & Internal",True,False,False,True,False,False,False,2,3.0
cbf7fa347656d1dab57449cbe3632df122c5717a,True,"Build, Refactor & Internal","Build, Refactor & Internal",True,False,False,True,False,False,True,1,1.0
8559e19f4aeda0488ffb939a11b9b74993bcd047,True,"Build, Refactor & Internal","Build, Refactor & Internal",True,False,False,True,False,False,True,1,1.0
c7e740dc02a1bba7044786c59cbad94f3709666c,False,"Build, Refactor & Internal",Feature & Value Add,True,False,False,False,False,True,True,3,3.0
